Cód_IBGE;Município;Sigla UF;Região;Mês/Ano;Vítimas
3530102;Mirandópolis;SP;SUDESTE;jan/21;0
3530201;Mirante Do Paranapanema;SP;SUDESTE;jan/21;1
3530300;Mirassol;SP;SUDESTE;jan/21;0
3530409;Mirassolândia;SP;SUDESTE;jan/21;0
3530508;Mococa;SP;SUDESTE;jan/21;0
3530607;Mogi Das Cruzes;SP;SUDESTE;jan/21;2
3530706;Mogi Guaçu;SP;SUDESTE;jan/21;0
3530805;Mogi Mirim;SP;SUDESTE;jan/21;0
3530904;Mombuca;SP;SUDESTE;jan/21;0
3531001;Monções;SP;SUDESTE;jan/21;0
3531100;Mongaguá;SP;SUDESTE;jan/21;3
3531209;Monte Alegre Do Sul;SP;SUDESTE;jan/21;0
3531308;Monte Alto;SP;SUDESTE;jan/21;0
3531407;Monte Aprazível;SP;SUDESTE;jan/21;0
3531506;Monte Azul Paulista;SP;SUDESTE;jan/21;0
3531605;Monte Castelo;SP;SUDESTE;jan/21;0
3531803;Monte Mor;SP;SUDESTE;jan/21;0
3531704;Monteiro Lobato;SP;SUDESTE;jan/21;0
3531902;Morro Agudo;SP;SUDESTE;jan/21;1
3532009;Morungaba;SP;SUDESTE;jan/21;0
3532058;Motuca;SP;SUDESTE;jan/21;0
3532108;Murutinga Do Sul;SP;SUDESTE;jan/21;0
3532157;Nantes;SP;SUDESTE;jan/21;0
3532207;Narandiba;SP;SUDESTE;jan/21;0
3532306;Natividade Da Serra;SP;SUDESTE;jan/21;1
3532405;Nazaré Paulista;SP;SUDESTE;jan/21;0
3532504;Neves Paulista;SP;SUDESTE;jan/21;0
3532603;Nhandeara;SP;SUDESTE;jan/21;0
3532702;Nipoã;SP;SUDESTE;jan/21;0
3532801;Nova Aliança;SP;SUDESTE;jan/21;0
3532827;Nova Campina;SP;SUDESTE;jan/21;0
3532843;Nova Canaã Paulista;SP;SUDESTE;jan/21;0
3532868;Nova Castilho;SP;SUDESTE;jan/21;0
3532900;Nova Europa;SP;SUDESTE;jan/21;0
3533007;Nova Granada;SP;SUDESTE;jan/21;0
3533106;Nova Guataporanga;SP;SUDESTE;jan/21;0
3533205;Nova Independência;SP;SUDESTE;jan/21;0
3533304;Nova Luzitânia;SP;SUDESTE;jan/21;0
3533403;Nova Odessa;SP;SUDESTE;jan/21;0
3533254;Novais;SP;SUDESTE;jan/21;0
3533502;Novo Horizonte;SP;SUDESTE;jan/21;1
3533601;Nuporanga;SP;SUDESTE;jan/21;0
3533700;Ocauçu;SP;SUDESTE;jan/21;0
3533809;Óleo;SP;SUDESTE;jan/21;0
3533908;Olímpia;SP;SUDESTE;jan/21;0
3534005;Onda Verde;SP;SUDESTE;jan/21;0
3534104;Oriente;SP;SUDESTE;jan/21;0
3534203;Orindiúva;SP;SUDESTE;jan/21;0
3534302;Orlândia;SP;SUDESTE;jan/21;1
3534401;Osasco;SP;SUDESTE;jan/21;1
3534500;Oscar Bressane;SP;SUDESTE;jan/21;0
3534609;Osvaldo Cruz;SP;SUDESTE;jan/21;0
3534708;Ourinhos;SP;SUDESTE;jan/21;1
3534807;Ouro Verde;SP;SUDESTE;jan/21;0
3534757;Ouroeste;SP;SUDESTE;jan/21;0
3534906;Pacaembu;SP;SUDESTE;jan/21;0
3535002;Palestina;SP;SUDESTE;jan/21;0
3535101;Palmares Paulista;SP;SUDESTE;jan/21;0
3535200;Palmeira D'Oeste;SP;SUDESTE;jan/21;0
3535309;Palmital;SP;SUDESTE;jan/21;0
3535408;Panorama;SP;SUDESTE;jan/21;0
3535507;Paraguaçu Paulista;SP;SUDESTE;jan/21;0
3535606;Paraibuna;SP;SUDESTE;jan/21;0
3535705;Paraíso;SP;SUDESTE;jan/21;0
3535804;Paranapanema;SP;SUDESTE;jan/21;0
3535903;Paranapuã;SP;SUDESTE;jan/21;0
3536000;Parapuã;SP;SUDESTE;jan/21;0
3536109;Pardinho;SP;SUDESTE;jan/21;0
3536208;Pariquera-Açu;SP;SUDESTE;jan/21;0
3536257;Parisi;SP;SUDESTE;jan/21;0
3536307;Patrocínio Paulista;SP;SUDESTE;jan/21;0
3536406;Paulicéia;SP;SUDESTE;jan/21;0
3536505;Paulínia;SP;SUDESTE;jan/21;2
3536570;Paulistânia;SP;SUDESTE;jan/21;0
3536604;Paulo De Faria;SP;SUDESTE;jan/21;0
3536703;Pederneiras;SP;SUDESTE;jan/21;0
3536802;Pedra Bela;SP;SUDESTE;jan/21;0
3536901;Pedranópolis;SP;SUDESTE;jan/21;0
3537008;Pedregulho;SP;SUDESTE;jan/21;0
3537107;Pedreira;SP;SUDESTE;jan/21;0
3537156;Pedrinhas Paulista;SP;SUDESTE;jan/21;0
3537206;Pedro De Toledo;SP;SUDESTE;jan/21;0
3537305;Penápolis;SP;SUDESTE;jan/21;1
3537404;Pereira Barreto;SP;SUDESTE;jan/21;0
3537503;Pereiras;SP;SUDESTE;jan/21;0
3537602;Peruíbe;SP;SUDESTE;jan/21;1
3537701;Piacatu;SP;SUDESTE;jan/21;0
3537800;Piedade;SP;SUDESTE;jan/21;0
3537909;Pilar Do Sul;SP;SUDESTE;jan/21;1
3538006;Pindamonhangaba;SP;SUDESTE;jan/21;2
3538105;Pindorama;SP;SUDESTE;jan/21;0
3538204;Pinhalzinho;SP;SUDESTE;jan/21;0
3538303;Piquerobi;SP;SUDESTE;jan/21;0
3538501;Piquete;SP;SUDESTE;jan/21;0
3538600;Piracaia;SP;SUDESTE;jan/21;0
3538709;Piracicaba;SP;SUDESTE;jan/21;2
3538808;Piraju;SP;SUDESTE;jan/21;0
3538907;Pirajuí;SP;SUDESTE;jan/21;1
3539004;Pirangi;SP;SUDESTE;jan/21;0
3539103;Pirapora Do Bom Jesus;SP;SUDESTE;jan/21;0
3539202;Pirapozinho;SP;SUDESTE;jan/21;0
3539301;Pirassununga;SP;SUDESTE;jan/21;0
3539400;Piratininga;SP;SUDESTE;jan/21;1
3539509;Pitangueiras;SP;SUDESTE;jan/21;1
3539608;Planalto;SP;SUDESTE;jan/21;0
3539707;Platina;SP;SUDESTE;jan/21;0
3539806;Poá;SP;SUDESTE;jan/21;0
3539905;Poloni;SP;SUDESTE;jan/21;0
3540002;Pompéia;SP;SUDESTE;jan/21;0
3540101;Pongaí;SP;SUDESTE;jan/21;0
3540200;Pontal;SP;SUDESTE;jan/21;0
3540259;Pontalinda;SP;SUDESTE;jan/21;1
3540309;Pontes Gestal;SP;SUDESTE;jan/21;0
3540408;Populina;SP;SUDESTE;jan/21;0
3540507;Porangaba;SP;SUDESTE;jan/21;0
3540606;Porto Feliz;SP;SUDESTE;jan/21;0
3540705;Porto Ferreira;SP;SUDESTE;jan/21;0
3540754;Potim;SP;SUDESTE;jan/21;2
3540804;Potirendaba;SP;SUDESTE;jan/21;0
3540853;Pracinha;SP;SUDESTE;jan/21;0
3540903;Pradópolis;SP;SUDESTE;jan/21;0
3541000;Praia Grande;SP;SUDESTE;jan/21;2
3541059;Pratânia;SP;SUDESTE;jan/21;0
3541109;Presidente Alves;SP;SUDESTE;jan/21;0
3541208;Presidente Bernardes;SP;SUDESTE;jan/21;0
3541307;Presidente Epitácio;SP;SUDESTE;jan/21;0
3541406;Presidente Prudente;SP;SUDESTE;jan/21;0
3541505;Presidente Venceslau;SP;SUDESTE;jan/21;0
3541604;Promissão;SP;SUDESTE;jan/21;0
3541653;Quadra;SP;SUDESTE;jan/21;0
3541703;Quatá;SP;SUDESTE;jan/21;0
3541802;Queiroz;SP;SUDESTE;jan/21;0
3541901;Queluz;SP;SUDESTE;jan/21;0
3542008;Quintana;SP;SUDESTE;jan/21;0
3542107;Rafard;SP;SUDESTE;jan/21;0
3542206;Rancharia;SP;SUDESTE;jan/21;0
3542305;Redenção Da Serra;SP;SUDESTE;jan/21;0
3542404;Regente Feijó;SP;SUDESTE;jan/21;0
3542503;Reginópolis;SP;SUDESTE;jan/21;0
3542602;Registro;SP;SUDESTE;jan/21;1
3542701;Restinga;SP;SUDESTE;jan/21;0
3542800;Ribeira;SP;SUDESTE;jan/21;0
3542909;Ribeirão Bonito;SP;SUDESTE;jan/21;0
3543006;Ribeirão Branco;SP;SUDESTE;jan/21;0
3543105;Ribeirão Corrente;SP;SUDESTE;jan/21;0
3543204;Ribeirão Do Sul;SP;SUDESTE;jan/21;0
3543238;Ribeirão Dos Índios;SP;SUDESTE;jan/21;0
3543253;Ribeirão Grande;SP;SUDESTE;jan/21;0
3543303;Ribeirão Pires;SP;SUDESTE;jan/21;1
3543402;Ribeirão Preto;SP;SUDESTE;jan/21;5
3543600;Rifaina;SP;SUDESTE;jan/21;0
3543709;Rincão;SP;SUDESTE;jan/21;0
3543808;Rinópolis;SP;SUDESTE;jan/21;0
3543907;Rio Claro;SP;SUDESTE;jan/21;5
3544004;Rio Das Pedras;SP;SUDESTE;jan/21;0
3544103;Rio Grande Da Serra;SP;SUDESTE;jan/21;0
3544202;Riolândia;SP;SUDESTE;jan/21;0
3543501;Riversul;SP;SUDESTE;jan/21;0
3544251;Rosana;SP;SUDESTE;jan/21;0
3544301;Roseira;SP;SUDESTE;jan/21;1
3544400;Rubiácea;SP;SUDESTE;jan/21;0
3544509;Rubinéia;SP;SUDESTE;jan/21;0
3544608;Sabino;SP;SUDESTE;jan/21;0
3544707;Sagres;SP;SUDESTE;jan/21;0
3544806;Sales;SP;SUDESTE;jan/21;0
3544905;Sales Oliveira;SP;SUDESTE;jan/21;0
3545001;Salesópolis;SP;SUDESTE;jan/21;0
3545100;Salmourão;SP;SUDESTE;jan/21;0
3545159;Saltinho;SP;SUDESTE;jan/21;0
3545209;Salto;SP;SUDESTE;jan/21;1
3545308;Salto De Pirapora;SP;SUDESTE;jan/21;0
3545407;Salto Grande;SP;SUDESTE;jan/21;0
3545506;Sandovalina;SP;SUDESTE;jan/21;0
3545605;Santa Adélia;SP;SUDESTE;jan/21;0
3545704;Santa Albertina;SP;SUDESTE;jan/21;0
3545803;Santa Bárbara D'Oeste;SP;SUDESTE;jan/21;1
3546009;Santa Branca;SP;SUDESTE;jan/21;0
3546108;Santa Clara D'Oeste;SP;SUDESTE;jan/21;0
3546207;Santa Cruz Da Conceição;SP;SUDESTE;jan/21;0
3546256;Santa Cruz Da Esperança;SP;SUDESTE;jan/21;0
3546306;Santa Cruz Das Palmeiras;SP;SUDESTE;jan/21;0
3546405;Santa Cruz Do Rio Pardo;SP;SUDESTE;jan/21;0
3546504;Santa Ernestina;SP;SUDESTE;jan/21;0
3546603;Santa Fé Do Sul;SP;SUDESTE;jan/21;0
3546702;Santa Gertrudes;SP;SUDESTE;jan/21;0
3546801;Santa Isabel;SP;SUDESTE;jan/21;0
3546900;Santa Lúcia;SP;SUDESTE;jan/21;0
3547007;Santa Maria Da Serra;SP;SUDESTE;jan/21;0
3547106;Santa Mercedes;SP;SUDESTE;jan/21;0
3547502;Santa Rita Do Passa Quatro;SP;SUDESTE;jan/21;1
3547403;Santa Rita D'Oeste;SP;SUDESTE;jan/21;0
3547601;Santa Rosa De Viterbo;SP;SUDESTE;jan/21;0
3547650;Santa Salete;SP;SUDESTE;jan/21;0
3547205;Santana Da Ponte Pensa;SP;SUDESTE;jan/21;0
3547304;Santana De Parnaíba;SP;SUDESTE;jan/21;1
3547700;Santo Anastácio;SP;SUDESTE;jan/21;0
3547809;Santo André;SP;SUDESTE;jan/21;3
3547908;Santo Antônio Da Alegria;SP;SUDESTE;jan/21;0
3548005;Santo Antônio De Posse;SP;SUDESTE;jan/21;1
3548054;Santo Antônio Do Aracanguá;SP;SUDESTE;jan/21;1
3548104;Santo Antônio Do Jardim;SP;SUDESTE;jan/21;0
3548203;Santo Antônio Do Pinhal;SP;SUDESTE;jan/21;0
3548302;Santo Expedito;SP;SUDESTE;jan/21;0
3548401;Santópolis Do Aguapeí;SP;SUDESTE;jan/21;0
3548500;Santos;SP;SUDESTE;jan/21;5
3548609;São Bento Do Sapucaí;SP;SUDESTE;jan/21;0
3548708;São Bernardo Do Campo;SP;SUDESTE;jan/21;5
3548807;São Caetano Do Sul;SP;SUDESTE;jan/21;0
3548906;São Carlos;SP;SUDESTE;jan/21;2
3549003;São Francisco;SP;SUDESTE;jan/21;0
3549102;São João Da Boa Vista;SP;SUDESTE;jan/21;0
3549201;São João Das Duas Pontes;SP;SUDESTE;jan/21;0
3549250;São João De Iracema;SP;SUDESTE;jan/21;0
3549300;São João Do Pau D'Alho;SP;SUDESTE;jan/21;0
3549409;São Joaquim Da Barra;SP;SUDESTE;jan/21;0
3549508;São José Da Bela Vista;SP;SUDESTE;jan/21;0
3549607;São José Do Barreiro;SP;SUDESTE;jan/21;0
3549706;São José Do Rio Pardo;SP;SUDESTE;jan/21;0
3549805;São José Do Rio Preto;SP;SUDESTE;jan/21;3
3549904;São José Dos Campos;SP;SUDESTE;jan/21;4
3549953;São Lourenço Da Serra;SP;SUDESTE;jan/21;0
3550001;São Luiz Do Paraitinga;SP;SUDESTE;jan/21;0
3550100;São Manuel;SP;SUDESTE;jan/21;0
3550209;São Miguel Arcanjo;SP;SUDESTE;jan/21;2
3550308;São Paulo;SP;SUDESTE;jan/21;66
3550407;São Pedro;SP;SUDESTE;jan/21;0
3550506;São Pedro Do Turvo;SP;SUDESTE;jan/21;0
3550605;São Roque;SP;SUDESTE;jan/21;1
3550704;São Sebastião;SP;SUDESTE;jan/21;2
3550803;São Sebastião Da Grama;SP;SUDESTE;jan/21;0
3550902;São Simão;SP;SUDESTE;jan/21;0
3551009;São Vicente;SP;SUDESTE;jan/21;2
3551108;Sarapuí;SP;SUDESTE;jan/21;0
3551207;Sarutaiá;SP;SUDESTE;jan/21;0
3551306;Sebastianópolis Do Sul;SP;SUDESTE;jan/21;0
3551405;Serra Azul;SP;SUDESTE;jan/21;0
3551603;Serra Negra;SP;SUDESTE;jan/21;0
3551504;Serrana;SP;SUDESTE;jan/21;0
3551702;Sertãozinho;SP;SUDESTE;jan/21;0
3551801;Sete Barras;SP;SUDESTE;jan/21;0
3551900;Severínia;SP;SUDESTE;jan/21;0
3552007;Silveiras;SP;SUDESTE;jan/21;0
3552106;Socorro;SP;SUDESTE;jan/21;0
3552205;Sorocaba;SP;SUDESTE;jan/21;8
3552304;Sud Mennucci;SP;SUDESTE;jan/21;0
3552403;Sumaré;SP;SUDESTE;jan/21;2
3552551;Suzanápolis;SP;SUDESTE;jan/21;0
3552502;Suzano;SP;SUDESTE;jan/21;3
3552601;Tabapuã;SP;SUDESTE;jan/21;0
3552700;Tabatinga;SP;SUDESTE;jan/21;0
3552809;Taboão Da Serra;SP;SUDESTE;jan/21;1
3552908;Taciba;SP;SUDESTE;jan/21;0
3553005;Taguaí;SP;SUDESTE;jan/21;0
3553104;Taiaçu;SP;SUDESTE;jan/21;0
3553203;Taiúva;SP;SUDESTE;jan/21;0
3553302;Tambaú;SP;SUDESTE;jan/21;1
3553401;Tanabi;SP;SUDESTE;jan/21;0
3553500;Tapiraí;SP;SUDESTE;jan/21;0
3553609;Tapiratiba;SP;SUDESTE;jan/21;0
3553658;Taquaral;SP;SUDESTE;jan/21;0
3553708;Taquaritinga;SP;SUDESTE;jan/21;0
3553807;Taquarituba;SP;SUDESTE;jan/21;0
3553856;Taquarivaí;SP;SUDESTE;jan/21;0
3553906;Tarabai;SP;SUDESTE;jan/21;0
3553955;Tarumã;SP;SUDESTE;jan/21;0
3554003;Tatuí;SP;SUDESTE;jan/21;0
3554102;Taubaté;SP;SUDESTE;jan/21;4
3554201;Tejupá;SP;SUDESTE;jan/21;0
3554300;Teodoro Sampaio;SP;SUDESTE;jan/21;0
3554409;Terra Roxa;SP;SUDESTE;jan/21;0
3554508;Tietê;SP;SUDESTE;jan/21;0
3554607;Timburi;SP;SUDESTE;jan/21;0
3554656;Torre De Pedra;SP;SUDESTE;jan/21;0
3554706;Torrinha;SP;SUDESTE;jan/21;0
3554755;Trabiju;SP;SUDESTE;jan/21;0
3554805;Tremembé;SP;SUDESTE;jan/21;0
3554904;Três Fronteiras;SP;SUDESTE;jan/21;0
3554953;Tuiuti;SP;SUDESTE;jan/21;0
3555000;Tupã;SP;SUDESTE;jan/21;0
3555109;Tupi Paulista;SP;SUDESTE;jan/21;0
3555208;Turiúba;SP;SUDESTE;jan/21;0
3555307;Turmalina;SP;SUDESTE;jan/21;0
3555356;Ubarana;SP;SUDESTE;jan/21;0
3555406;Ubatuba;SP;SUDESTE;jan/21;1
3555505;Ubirajara;SP;SUDESTE;jan/21;0
3555604;Uchoa;SP;SUDESTE;jan/21;0
3555703;União Paulista;SP;SUDESTE;jan/21;0
3555802;Urânia;SP;SUDESTE;jan/21;0
3555901;Uru;SP;SUDESTE;jan/21;0
3556008;Urupês;SP;SUDESTE;jan/21;0
3556107;Valentim Gentil;SP;SUDESTE;jan/21;0
3556206;Valinhos;SP;SUDESTE;jan/21;0
3556305;Valparaíso;SP;SUDESTE;jan/21;0
3556354;Vargem;SP;SUDESTE;jan/21;0
3556404;Vargem Grande Do Sul;SP;SUDESTE;jan/21;1
3556453;Vargem Grande Paulista;SP;SUDESTE;jan/21;0
3556503;Várzea Paulista;SP;SUDESTE;jan/21;0
3556602;Vera Cruz;SP;SUDESTE;jan/21;0
3556701;Vinhedo;SP;SUDESTE;jan/21;0
3556800;Viradouro;SP;SUDESTE;jan/21;0
3556909;Vista Alegre Do Alto;SP;SUDESTE;jan/21;0
3556958;Vitória Brasil;SP;SUDESTE;jan/21;0
3557006;Votorantim;SP;SUDESTE;jan/21;1
3557105;Votuporanga;SP;SUDESTE;jan/21;0
3557154;Zacarias;SP;SUDESTE;jan/21;0
3500105;Adamantina;SP;SUDESTE;fev/21;0
3500204;Adolfo;SP;SUDESTE;fev/21;0
3500303;Aguaí;SP;SUDESTE;fev/21;1
3500402;Águas Da Prata;SP;SUDESTE;fev/21;0
3500501;Águas De Lindóia;SP;SUDESTE;fev/21;0
3500550;Águas De Santa Bárbara;SP;SUDESTE;fev/21;0
3500600;Águas De São Pedro;SP;SUDESTE;fev/21;0
3500709;Agudos;SP;SUDESTE;fev/21;0
3500758;Alambari;SP;SUDESTE;fev/21;0
3500808;Alfredo Marcondes;SP;SUDESTE;fev/21;0
3500907;Altair;SP;SUDESTE;fev/21;0
3501004;Altinópolis;SP;SUDESTE;fev/21;0
3501103;Alto Alegre;SP;SUDESTE;fev/21;0
3501152;Alumínio;SP;SUDESTE;fev/21;0
3501202;Álvares Florence;SP;SUDESTE;fev/21;0
3501301;Álvares Machado;SP;SUDESTE;fev/21;0
3501400;Álvaro De Carvalho;SP;SUDESTE;fev/21;1
3501509;Alvinlândia;SP;SUDESTE;fev/21;0
3501608;Americana;SP;SUDESTE;fev/21;1
3501707;Américo Brasiliense;SP;SUDESTE;fev/21;0
3501806;Américo De Campos;SP;SUDESTE;fev/21;0
3501905;Amparo;SP;SUDESTE;fev/21;0
3502002;Analândia;SP;SUDESTE;fev/21;0
3502101;Andradina;SP;SUDESTE;fev/21;2
3502200;Angatuba;SP;SUDESTE;fev/21;0
3502309;Anhembi;SP;SUDESTE;fev/21;0
3502408;Anhumas;SP;SUDESTE;fev/21;0
3502507;Aparecida;SP;SUDESTE;fev/21;0
3502606;Aparecida D'Oeste;SP;SUDESTE;fev/21;0
3502705;Apiaí;SP;SUDESTE;fev/21;0
3502754;Araçariguama;SP;SUDESTE;fev/21;1
3502804;Araçatuba;SP;SUDESTE;fev/21;0
3502903;Araçoiaba Da Serra;SP;SUDESTE;fev/21;0
3503000;Aramina;SP;SUDESTE;fev/21;0
3503109;Arandu;SP;SUDESTE;fev/21;0
3503158;Arapeí;SP;SUDESTE;fev/21;0
3503208;Araraquara;SP;SUDESTE;fev/21;0
3503307;Araras;SP;SUDESTE;fev/21;1
3503356;Arco-Íris;SP;SUDESTE;fev/21;0
3503406;Arealva;SP;SUDESTE;fev/21;0
3503505;Areias;SP;SUDESTE;fev/21;0
3503604;Areiópolis;SP;SUDESTE;fev/21;0
3503703;Ariranha;SP;SUDESTE;fev/21;0
3503802;Artur Nogueira;SP;SUDESTE;fev/21;0
3503901;Arujá;SP;SUDESTE;fev/21;0
3503950;Aspásia;SP;SUDESTE;fev/21;0
3504008;Assis;SP;SUDESTE;fev/21;0
3504107;Atibaia;SP;SUDESTE;fev/21;0
3504206;Auriflama;SP;SUDESTE;fev/21;0
3504305;Avaí;SP;SUDESTE;fev/21;0
3504404;Avanhandava;SP;SUDESTE;fev/21;0
3504503;Avaré;SP;SUDESTE;fev/21;0
3504602;Bady Bassitt;SP;SUDESTE;fev/21;0
3504701;Balbinos;SP;SUDESTE;fev/21;0
3504800;Bálsamo;SP;SUDESTE;fev/21;0
3504909;Bananal;SP;SUDESTE;fev/21;0
3505005;Barão De Antonina;SP;SUDESTE;fev/21;0
3505104;Barbosa;SP;SUDESTE;fev/21;0
3505203;Bariri;SP;SUDESTE;fev/21;0
3505302;Barra Bonita;SP;SUDESTE;fev/21;0
3505351;Barra Do Chapéu;SP;SUDESTE;fev/21;0
3505401;Barra Do Turvo;SP;SUDESTE;fev/21;0
3505500;Barretos;SP;SUDESTE;fev/21;1
3505609;Barrinha;SP;SUDESTE;fev/21;0
3505708;Barueri;SP;SUDESTE;fev/21;3
3505807;Bastos;SP;SUDESTE;fev/21;0
3505906;Batatais;SP;SUDESTE;fev/21;0
3506003;Bauru;SP;SUDESTE;fev/21;2
3506102;Bebedouro;SP;SUDESTE;fev/21;1
3506201;Bento De Abreu;SP;SUDESTE;fev/21;0
3506300;Bernardino De Campos;SP;SUDESTE;fev/21;0
3506359;Bertioga;SP;SUDESTE;fev/21;0
3506409;Bilac;SP;SUDESTE;fev/21;0
3506508;Birigui;SP;SUDESTE;fev/21;2
3506607;Biritiba Mirim;SP;SUDESTE;fev/21;0
3506706;Boa Esperança Do Sul;SP;SUDESTE;fev/21;0
3506805;Bocaina;SP;SUDESTE;fev/21;0
3506904;Bofete;SP;SUDESTE;fev/21;1
3507001;Boituva;SP;SUDESTE;fev/21;0
3507100;Bom Jesus Dos Perdões;SP;SUDESTE;fev/21;0
3507159;Bom Sucesso De Itararé;SP;SUDESTE;fev/21;0
3507209;Borá;SP;SUDESTE;fev/21;0
3507308;Boracéia;SP;SUDESTE;fev/21;0
3507407;Borborema;SP;SUDESTE;fev/21;0
3507456;Borebi;SP;SUDESTE;fev/21;0
3507506;Botucatu;SP;SUDESTE;fev/21;1
3507605;Bragança Paulista;SP;SUDESTE;fev/21;0
3507704;Braúna;SP;SUDESTE;fev/21;0
3507753;Brejo Alegre;SP;SUDESTE;fev/21;0
3507803;Brodowski;SP;SUDESTE;fev/21;0
3507902;Brotas;SP;SUDESTE;fev/21;0
3508009;Buri;SP;SUDESTE;fev/21;0
3508108;Buritama;SP;SUDESTE;fev/21;1
3508207;Buritizal;SP;SUDESTE;fev/21;0
3508306;Cabrália Paulista;SP;SUDESTE;fev/21;0
3508405;Cabreúva;SP;SUDESTE;fev/21;2
3508504;Caçapava;SP;SUDESTE;fev/21;1
3508603;Cachoeira Paulista;SP;SUDESTE;fev/21;1
3508702;Caconde;SP;SUDESTE;fev/21;0
3508801;Cafelândia;SP;SUDESTE;fev/21;0
3508900;Caiabu;SP;SUDESTE;fev/21;0
3509007;Caieiras;SP;SUDESTE;fev/21;1
3509106;Caiuá;SP;SUDESTE;fev/21;0
3509205;Cajamar;SP;SUDESTE;fev/21;0
3509254;Cajati;SP;SUDESTE;fev/21;1
3509304;Cajobi;SP;SUDESTE;fev/21;0
3509403;Cajuru;SP;SUDESTE;fev/21;0
3509452;Campina Do Monte Alegre;SP;SUDESTE;fev/21;0
3509502;Campinas;SP;SUDESTE;fev/21;13
3509601;Campo Limpo Paulista;SP;SUDESTE;fev/21;0
3509700;Campos Do Jordão;SP;SUDESTE;fev/21;1
3509809;Campos Novos Paulista;SP;SUDESTE;fev/21;0
3509908;Cananéia;SP;SUDESTE;fev/21;0
3509957;Canas;SP;SUDESTE;fev/21;0
3510005;Cândido Mota;SP;SUDESTE;fev/21;0
3510104;Cândido Rodrigues;SP;SUDESTE;fev/21;0
3510153;Canitar;SP;SUDESTE;fev/21;1
3510203;Capão Bonito;SP;SUDESTE;fev/21;0
3510302;Capela Do Alto;SP;SUDESTE;fev/21;0
3510401;Capivari;SP;SUDESTE;fev/21;0
3510500;Caraguatatuba;SP;SUDESTE;fev/21;4
3510609;Carapicuíba;SP;SUDESTE;fev/21;3
3510708;Cardoso;SP;SUDESTE;fev/21;0
3510807;Casa Branca;SP;SUDESTE;fev/21;0
3510906;Cássia Dos Coqueiros;SP;SUDESTE;fev/21;0
3511003;Castilho;SP;SUDESTE;fev/21;0
3511102;Catanduva;SP;SUDESTE;fev/21;0
3511201;Catiguá;SP;SUDESTE;fev/21;0
3511300;Cedral;SP;SUDESTE;fev/21;0
3511409;Cerqueira César;SP;SUDESTE;fev/21;0
3511508;Cerquilho;SP;SUDESTE;fev/21;0
3511607;Cesário Lange;SP;SUDESTE;fev/21;0
3511706;Charqueada;SP;SUDESTE;fev/21;0
3557204;Chavantes;SP;SUDESTE;fev/21;0
3511904;Clementina;SP;SUDESTE;fev/21;0
3512001;Colina;SP;SUDESTE;fev/21;0
3512100;Colômbia;SP;SUDESTE;fev/21;0
3512209;Conchal;SP;SUDESTE;fev/21;1
3512308;Conchas;SP;SUDESTE;fev/21;0
3512407;Cordeirópolis;SP;SUDESTE;fev/21;0
3512506;Coroados;SP;SUDESTE;fev/21;0
3512605;Coronel Macedo;SP;SUDESTE;fev/21;0
3512704;Corumbataí;SP;SUDESTE;fev/21;1
3512803;Cosmópolis;SP;SUDESTE;fev/21;0
3512902;Cosmorama;SP;SUDESTE;fev/21;0
3513009;Cotia;SP;SUDESTE;fev/21;1
3513108;Cravinhos;SP;SUDESTE;fev/21;0
3513207;Cristais Paulista;SP;SUDESTE;fev/21;0
3513306;Cruzália;SP;SUDESTE;fev/21;0
3513405;Cruzeiro;SP;SUDESTE;fev/21;3
3513504;Cubatão;SP;SUDESTE;fev/21;2
3513603;Cunha;SP;SUDESTE;fev/21;1
3513702;Descalvado;SP;SUDESTE;fev/21;0
3513801;Diadema;SP;SUDESTE;fev/21;1
3513850;Dirce Reis;SP;SUDESTE;fev/21;0
3513900;Divinolândia;SP;SUDESTE;fev/21;0
3514007;Dobrada;SP;SUDESTE;fev/21;0
3514106;Dois Córregos;SP;SUDESTE;fev/21;0
3514205;Dolcinópolis;SP;SUDESTE;fev/21;0
3514304;Dourado;SP;SUDESTE;fev/21;0
3514403;Dracena;SP;SUDESTE;fev/21;0
3514502;Duartina;SP;SUDESTE;fev/21;0
3514601;Dumont;SP;SUDESTE;fev/21;0
3514700;Echaporã;SP;SUDESTE;fev/21;1
3514809;Eldorado;SP;SUDESTE;fev/21;0
3514908;Elias Fausto;SP;SUDESTE;fev/21;0
3514924;Elisiário;SP;SUDESTE;fev/21;0
3514957;Embaúba;SP;SUDESTE;fev/21;0
3515004;Embu Das Artes;SP;SUDESTE;fev/21;3
3515103;Embu-Guaçu;SP;SUDESTE;fev/21;1
3515129;Emilianópolis;SP;SUDESTE;fev/21;0
3515152;Engenheiro Coelho;SP;SUDESTE;fev/21;1
3515186;Espírito Santo Do Pinhal;SP;SUDESTE;fev/21;1
3515194;Espírito Santo Do Turvo;SP;SUDESTE;fev/21;0
3557303;Estiva Gerbi;SP;SUDESTE;fev/21;0
3515301;Estrela Do Norte;SP;SUDESTE;fev/21;0
3515202;Estrela D'Oeste;SP;SUDESTE;fev/21;0
3515350;Euclides Da Cunha Paulista;SP;SUDESTE;fev/21;0
3515400;Fartura;SP;SUDESTE;fev/21;1
3515608;Fernando Prestes;SP;SUDESTE;fev/21;0
3515509;Fernandópolis;SP;SUDESTE;fev/21;0
3515657;Fernão;SP;SUDESTE;fev/21;0
