Cód_IBGE;Município;Sigla UF;Região;Mês/Ano;Vítimas
3522208;Itapecerica Da Serra;SP;SUDESTE;ago/18;1
3522307;Itapetininga;SP;SUDESTE;ago/18;0
3522406;Itapeva;SP;SUDESTE;ago/18;0
3522505;Itapevi;SP;SUDESTE;ago/18;2
3522604;Itapira;SP;SUDESTE;ago/18;0
3522653;Itapirapuã Paulista;SP;SUDESTE;ago/18;0
3522703;Itápolis;SP;SUDESTE;ago/18;0
3522802;Itaporanga;SP;SUDESTE;ago/18;0
3522901;Itapuí;SP;SUDESTE;ago/18;0
3523008;Itapura;SP;SUDESTE;ago/18;0
3523107;Itaquaquecetuba;SP;SUDESTE;ago/18;2
3523206;Itararé;SP;SUDESTE;ago/18;0
3523305;Itariri;SP;SUDESTE;ago/18;1
3523404;Itatiba;SP;SUDESTE;ago/18;0
3523503;Itatinga;SP;SUDESTE;ago/18;0
3523602;Itirapina;SP;SUDESTE;ago/18;0
3523701;Itirapuã;SP;SUDESTE;ago/18;0
3523800;Itobi;SP;SUDESTE;ago/18;0
3523909;Itu;SP;SUDESTE;ago/18;0
3524006;Itupeva;SP;SUDESTE;ago/18;0
3524105;Ituverava;SP;SUDESTE;ago/18;1
3524204;Jaborandi;SP;SUDESTE;ago/18;0
3524303;Jaboticabal;SP;SUDESTE;ago/18;0
3524402;Jacareí;SP;SUDESTE;ago/18;2
3524501;Jaci;SP;SUDESTE;ago/18;0
3524600;Jacupiranga;SP;SUDESTE;ago/18;0
3524709;Jaguariúna;SP;SUDESTE;ago/18;0
3524808;Jales;SP;SUDESTE;ago/18;0
3524907;Jambeiro;SP;SUDESTE;ago/18;0
3525003;Jandira;SP;SUDESTE;ago/18;0
3525102;Jardinópolis;SP;SUDESTE;ago/18;0
3525201;Jarinu;SP;SUDESTE;ago/18;0
3525300;Jaú;SP;SUDESTE;ago/18;3
3525409;Jeriquara;SP;SUDESTE;ago/18;0
3525508;Joanópolis;SP;SUDESTE;ago/18;0
3525607;João Ramalho;SP;SUDESTE;ago/18;0
3525706;José Bonifácio;SP;SUDESTE;ago/18;0
3525805;Júlio Mesquita;SP;SUDESTE;ago/18;0
3525854;Jumirim;SP;SUDESTE;ago/18;0
3525904;Jundiaí;SP;SUDESTE;ago/18;0
3526001;Junqueirópolis;SP;SUDESTE;ago/18;0
3526100;Juquiá;SP;SUDESTE;ago/18;1
3526209;Juquitiba;SP;SUDESTE;ago/18;0
3526308;Lagoinha;SP;SUDESTE;ago/18;0
3526407;Laranjal Paulista;SP;SUDESTE;ago/18;0
3526506;Lavínia;SP;SUDESTE;ago/18;0
3526605;Lavrinhas;SP;SUDESTE;ago/18;0
3526704;Leme;SP;SUDESTE;ago/18;3
3526803;Lençóis Paulista;SP;SUDESTE;ago/18;0
3526902;Limeira;SP;SUDESTE;ago/18;0
3527009;Lindóia;SP;SUDESTE;ago/18;0
3527108;Lins;SP;SUDESTE;ago/18;0
3527207;Lorena;SP;SUDESTE;ago/18;1
3527256;Lourdes;SP;SUDESTE;ago/18;0
3527306;Louveira;SP;SUDESTE;ago/18;0
3527405;Lucélia;SP;SUDESTE;ago/18;0
3527504;Lucianópolis;SP;SUDESTE;ago/18;0
3527603;Luís Antônio;SP;SUDESTE;ago/18;0
3527702;Luiziânia;SP;SUDESTE;ago/18;0
3527801;Lupércio;SP;SUDESTE;ago/18;0
3527900;Lutécia;SP;SUDESTE;ago/18;0
3528007;Macatuba;SP;SUDESTE;ago/18;0
3528106;Macaubal;SP;SUDESTE;ago/18;0
3528205;Macedônia;SP;SUDESTE;ago/18;0
3528304;Magda;SP;SUDESTE;ago/18;0
3528403;Mairinque;SP;SUDESTE;ago/18;0
3528502;Mairiporã;SP;SUDESTE;ago/18;1
3528601;Manduri;SP;SUDESTE;ago/18;0
3528700;Marabá Paulista;SP;SUDESTE;ago/18;0
3528809;Maracaí;SP;SUDESTE;ago/18;0
3528858;Marapoama;SP;SUDESTE;ago/18;0
3528908;Mariápolis;SP;SUDESTE;ago/18;0
3529005;Marília;SP;SUDESTE;ago/18;0
3529104;Marinópolis;SP;SUDESTE;ago/18;0
3529203;Martinópolis;SP;SUDESTE;ago/18;0
3529302;Matão;SP;SUDESTE;ago/18;0
3529401;Mauá;SP;SUDESTE;ago/18;3
3529500;Mendonça;SP;SUDESTE;ago/18;0
3529609;Meridiano;SP;SUDESTE;ago/18;0
3529658;Mesópolis;SP;SUDESTE;ago/18;0
3529708;Miguelópolis;SP;SUDESTE;ago/18;1
3529807;Mineiros Do Tietê;SP;SUDESTE;ago/18;0
3529906;Miracatu;SP;SUDESTE;ago/18;0
3530003;Mira Estrela;SP;SUDESTE;ago/18;0
3530102;Mirandópolis;SP;SUDESTE;ago/18;0
3530201;Mirante Do Paranapanema;SP;SUDESTE;ago/18;0
3530300;Mirassol;SP;SUDESTE;ago/18;0
3530409;Mirassolândia;SP;SUDESTE;ago/18;0
3530508;Mococa;SP;SUDESTE;ago/18;0
3530607;Mogi Das Cruzes;SP;SUDESTE;ago/18;3
3530706;Mogi Guaçu;SP;SUDESTE;ago/18;3
3530805;Mogi Mirim;SP;SUDESTE;ago/18;0
3530904;Mombuca;SP;SUDESTE;ago/18;0
3531001;Monções;SP;SUDESTE;ago/18;0
3531100;Mongaguá;SP;SUDESTE;ago/18;2
3531209;Monte Alegre Do Sul;SP;SUDESTE;ago/18;0
3531308;Monte Alto;SP;SUDESTE;ago/18;0
3531407;Monte Aprazível;SP;SUDESTE;ago/18;0
3531506;Monte Azul Paulista;SP;SUDESTE;ago/18;0
3531605;Monte Castelo;SP;SUDESTE;ago/18;0
3531704;Monteiro Lobato;SP;SUDESTE;ago/18;0
3531803;Monte Mor;SP;SUDESTE;ago/18;0
3531902;Morro Agudo;SP;SUDESTE;ago/18;0
3532009;Morungaba;SP;SUDESTE;ago/18;0
3532058;Motuca;SP;SUDESTE;ago/18;0
3532108;Murutinga Do Sul;SP;SUDESTE;ago/18;0
3532157;Nantes;SP;SUDESTE;ago/18;0
3532207;Narandiba;SP;SUDESTE;ago/18;0
3532306;Natividade Da Serra;SP;SUDESTE;ago/18;0
3532405;Nazaré Paulista;SP;SUDESTE;ago/18;0
3532504;Neves Paulista;SP;SUDESTE;ago/18;0
3532603;Nhandeara;SP;SUDESTE;ago/18;0
3532702;Nipoã;SP;SUDESTE;ago/18;0
3532801;Nova Aliança;SP;SUDESTE;ago/18;0
3532827;Nova Campina;SP;SUDESTE;ago/18;0
3532843;Nova Canaã Paulista;SP;SUDESTE;ago/18;0
3532868;Nova Castilho;SP;SUDESTE;ago/18;0
3532900;Nova Europa;SP;SUDESTE;ago/18;0
3533007;Nova Granada;SP;SUDESTE;ago/18;0
3533106;Nova Guataporanga;SP;SUDESTE;ago/18;0
3533205;Nova Independência;SP;SUDESTE;ago/18;0
3533254;Novais;SP;SUDESTE;ago/18;0
3533304;Nova Luzitânia;SP;SUDESTE;ago/18;0
3533403;Nova Odessa;SP;SUDESTE;ago/18;0
3533502;Novo Horizonte;SP;SUDESTE;ago/18;0
3533601;Nuporanga;SP;SUDESTE;ago/18;0
3533700;Ocauçu;SP;SUDESTE;ago/18;0
3533809;Óleo;SP;SUDESTE;ago/18;0
3533908;Olímpia;SP;SUDESTE;ago/18;0
3534005;Onda Verde;SP;SUDESTE;ago/18;0
3534104;Oriente;SP;SUDESTE;ago/18;0
3534203;Orindiúva;SP;SUDESTE;ago/18;0
3534302;Orlândia;SP;SUDESTE;ago/18;0
3534401;Osasco;SP;SUDESTE;ago/18;2
3534500;Oscar Bressane;SP;SUDESTE;ago/18;0
3534609;Osvaldo Cruz;SP;SUDESTE;ago/18;0
3534708;Ourinhos;SP;SUDESTE;ago/18;0
3534757;Ouroeste;SP;SUDESTE;ago/18;0
3534807;Ouro Verde;SP;SUDESTE;ago/18;0
3534906;Pacaembu;SP;SUDESTE;ago/18;0
3535002;Palestina;SP;SUDESTE;ago/18;0
3535101;Palmares Paulista;SP;SUDESTE;ago/18;0
3535200;Palmeira D'Oeste;SP;SUDESTE;ago/18;0
3535309;Palmital;SP;SUDESTE;ago/18;0
3535408;Panorama;SP;SUDESTE;ago/18;0
3535507;Paraguaçu Paulista;SP;SUDESTE;ago/18;0
3535606;Paraibuna;SP;SUDESTE;ago/18;0
3535705;Paraíso;SP;SUDESTE;ago/18;0
3535804;Paranapanema;SP;SUDESTE;ago/18;0
3535903;Paranapuã;SP;SUDESTE;ago/18;0
3536000;Parapuã;SP;SUDESTE;ago/18;0
3536109;Pardinho;SP;SUDESTE;ago/18;0
3536208;Pariquera-Açu;SP;SUDESTE;ago/18;0
3536257;Parisi;SP;SUDESTE;ago/18;0
3536307;Patrocínio Paulista;SP;SUDESTE;ago/18;0
3536406;Paulicéia;SP;SUDESTE;ago/18;0
3536505;Paulínia;SP;SUDESTE;ago/18;0
3536570;Paulistânia;SP;SUDESTE;ago/18;0
3536604;Paulo De Faria;SP;SUDESTE;ago/18;0
3536703;Pederneiras;SP;SUDESTE;ago/18;1
3536802;Pedra Bela;SP;SUDESTE;ago/18;0
3536901;Pedranópolis;SP;SUDESTE;ago/18;0
3537008;Pedregulho;SP;SUDESTE;ago/18;0
3537107;Pedreira;SP;SUDESTE;ago/18;0
3537156;Pedrinhas Paulista;SP;SUDESTE;ago/18;0
3537206;Pedro De Toledo;SP;SUDESTE;ago/18;0
3537305;Penápolis;SP;SUDESTE;ago/18;0
3537404;Pereira Barreto;SP;SUDESTE;ago/18;0
3537503;Pereiras;SP;SUDESTE;ago/18;0
3537602;Peruíbe;SP;SUDESTE;ago/18;0
3537701;Piacatu;SP;SUDESTE;ago/18;0
3537800;Piedade;SP;SUDESTE;ago/18;0
3537909;Pilar Do Sul;SP;SUDESTE;ago/18;0
3538006;Pindamonhangaba;SP;SUDESTE;ago/18;2
3538105;Pindorama;SP;SUDESTE;ago/18;0
3538204;Pinhalzinho;SP;SUDESTE;ago/18;0
3538303;Piquerobi;SP;SUDESTE;ago/18;0
3538501;Piquete;SP;SUDESTE;ago/18;0
3538600;Piracaia;SP;SUDESTE;ago/18;0
3538709;Piracicaba;SP;SUDESTE;ago/18;1
3538808;Piraju;SP;SUDESTE;ago/18;0
3538907;Pirajuí;SP;SUDESTE;ago/18;0
3539004;Pirangi;SP;SUDESTE;ago/18;0
3539103;Pirapora Do Bom Jesus;SP;SUDESTE;ago/18;0
3539202;Pirapozinho;SP;SUDESTE;ago/18;0
3539301;Pirassununga;SP;SUDESTE;ago/18;1
3539400;Piratininga;SP;SUDESTE;ago/18;0
3539509;Pitangueiras;SP;SUDESTE;ago/18;1
3539608;Planalto;SP;SUDESTE;ago/18;0
3539707;Platina;SP;SUDESTE;ago/18;0
3539806;Poá;SP;SUDESTE;ago/18;0
3539905;Poloni;SP;SUDESTE;ago/18;0
3540002;Pompéia;SP;SUDESTE;ago/18;0
3540101;Pongaí;SP;SUDESTE;ago/18;0
3540200;Pontal;SP;SUDESTE;ago/18;0
3540259;Pontalinda;SP;SUDESTE;ago/18;0
3540309;Pontes Gestal;SP;SUDESTE;ago/18;0
3540408;Populina;SP;SUDESTE;ago/18;0
3540507;Porangaba;SP;SUDESTE;ago/18;0
3540606;Porto Feliz;SP;SUDESTE;ago/18;0
3540705;Porto Ferreira;SP;SUDESTE;ago/18;0
3540754;Potim;SP;SUDESTE;ago/18;1
3540804;Potirendaba;SP;SUDESTE;ago/18;0
3540853;Pracinha;SP;SUDESTE;ago/18;0
3540903;Pradópolis;SP;SUDESTE;ago/18;0
3541000;Praia Grande;SP;SUDESTE;ago/18;4
3541059;Pratânia;SP;SUDESTE;ago/18;0
3541109;Presidente Alves;SP;SUDESTE;ago/18;0
3541208;Presidente Bernardes;SP;SUDESTE;ago/18;0
3541307;Presidente Epitácio;SP;SUDESTE;ago/18;0
3541406;Presidente Prudente;SP;SUDESTE;ago/18;0
3541505;Presidente Venceslau;SP;SUDESTE;ago/18;0
3541604;Promissão;SP;SUDESTE;ago/18;0
3541653;Quadra;SP;SUDESTE;ago/18;0
3541703;Quatá;SP;SUDESTE;ago/18;0
3541802;Queiroz;SP;SUDESTE;ago/18;0
3541901;Queluz;SP;SUDESTE;ago/18;0
3542008;Quintana;SP;SUDESTE;ago/18;0
3542107;Rafard;SP;SUDESTE;ago/18;0
3542206;Rancharia;SP;SUDESTE;ago/18;0
3542305;Redenção Da Serra;SP;SUDESTE;ago/18;0
3542404;Regente Feijó;SP;SUDESTE;ago/18;0
3542503;Reginópolis;SP;SUDESTE;ago/18;0
3542602;Registro;SP;SUDESTE;ago/18;0
3542701;Restinga;SP;SUDESTE;ago/18;0
3542800;Ribeira;SP;SUDESTE;ago/18;0
3542909;Ribeirão Bonito;SP;SUDESTE;ago/18;0
3543006;Ribeirão Branco;SP;SUDESTE;ago/18;0
3543105;Ribeirão Corrente;SP;SUDESTE;ago/18;0
3543204;Ribeirão Do Sul;SP;SUDESTE;ago/18;0
3543238;Ribeirão Dos Índios;SP;SUDESTE;ago/18;0
3543253;Ribeirão Grande;SP;SUDESTE;ago/18;0
3543303;Ribeirão Pires;SP;SUDESTE;ago/18;1
3543402;Ribeirão Preto;SP;SUDESTE;ago/18;4
3543501;Riversul;SP;SUDESTE;ago/18;0
3543600;Rifaina;SP;SUDESTE;ago/18;0
3543709;Rincão;SP;SUDESTE;ago/18;0
3543808;Rinópolis;SP;SUDESTE;ago/18;0
3543907;Rio Claro;SP;SUDESTE;ago/18;3
3544004;Rio Das Pedras;SP;SUDESTE;ago/18;0
3544103;Rio Grande Da Serra;SP;SUDESTE;ago/18;1
3544202;Riolândia;SP;SUDESTE;ago/18;0
3544251;Rosana;SP;SUDESTE;ago/18;0
3544301;Roseira;SP;SUDESTE;ago/18;0
3544400;Rubiácea;SP;SUDESTE;ago/18;0
3544509;Rubinéia;SP;SUDESTE;ago/18;0
3544608;Sabino;SP;SUDESTE;ago/18;0
3544707;Sagres;SP;SUDESTE;ago/18;0
3544806;Sales;SP;SUDESTE;ago/18;0
3544905;Sales Oliveira;SP;SUDESTE;ago/18;0
3545001;Salesópolis;SP;SUDESTE;ago/18;0
3545100;Salmourão;SP;SUDESTE;ago/18;0
3545159;Saltinho;SP;SUDESTE;ago/18;0
3545209;Salto;SP;SUDESTE;ago/18;0
3545308;Salto De Pirapora;SP;SUDESTE;ago/18;0
3545407;Salto Grande;SP;SUDESTE;ago/18;0
3545506;Sandovalina;SP;SUDESTE;ago/18;0
3545605;Santa Adélia;SP;SUDESTE;ago/18;0
3545704;Santa Albertina;SP;SUDESTE;ago/18;0
3545803;Santa Bárbara D'Oeste;SP;SUDESTE;ago/18;2
3546009;Santa Branca;SP;SUDESTE;ago/18;0
3546108;Santa Clara D'Oeste;SP;SUDESTE;ago/18;0
3546207;Santa Cruz Da Conceição;SP;SUDESTE;ago/18;0
3546256;Santa Cruz Da Esperança;SP;SUDESTE;ago/18;0
3546306;Santa Cruz Das Palmeiras;SP;SUDESTE;ago/18;0
3546405;Santa Cruz Do Rio Pardo;SP;SUDESTE;ago/18;0
3546504;Santa Ernestina;SP;SUDESTE;ago/18;0
3546603;Santa Fé Do Sul;SP;SUDESTE;ago/18;0
3546702;Santa Gertrudes;SP;SUDESTE;ago/18;0
3546801;Santa Isabel;SP;SUDESTE;ago/18;1
3546900;Santa Lúcia;SP;SUDESTE;ago/18;1
3547007;Santa Maria Da Serra;SP;SUDESTE;ago/18;0
3547106;Santa Mercedes;SP;SUDESTE;ago/18;0
3547205;Santana Da Ponte Pensa;SP;SUDESTE;ago/18;0
3547304;Santana De Parnaíba;SP;SUDESTE;ago/18;0
3547403;Santa Rita D'Oeste;SP;SUDESTE;ago/18;0
3547502;Santa Rita Do Passa Quatro;SP;SUDESTE;ago/18;0
3547601;Santa Rosa De Viterbo;SP;SUDESTE;ago/18;0
3547650;Santa Salete;SP;SUDESTE;ago/18;0
3547700;Santo Anastácio;SP;SUDESTE;ago/18;0
3547809;Santo André;SP;SUDESTE;ago/18;4
3547908;Santo Antônio Da Alegria;SP;SUDESTE;ago/18;0
3548005;Santo Antônio De Posse;SP;SUDESTE;ago/18;0
3548054;Santo Antônio Do Aracanguá;SP;SUDESTE;ago/18;1
3548104;Santo Antônio Do Jardim;SP;SUDESTE;ago/18;0
3548203;Santo Antônio Do Pinhal;SP;SUDESTE;ago/18;0
3548302;Santo Expedito;SP;SUDESTE;ago/18;0
3548401;Santópolis Do Aguapeí;SP;SUDESTE;ago/18;0
3548500;Santos;SP;SUDESTE;ago/18;2
3548609;São Bento Do Sapucaí;SP;SUDESTE;ago/18;0
3548708;São Bernardo Do Campo;SP;SUDESTE;ago/18;7
3548807;São Caetano Do Sul;SP;SUDESTE;ago/18;0
3548906;São Carlos;SP;SUDESTE;ago/18;1
3549003;São Francisco;SP;SUDESTE;ago/18;0
3549102;São João Da Boa Vista;SP;SUDESTE;ago/18;0
3549201;São João Das Duas Pontes;SP;SUDESTE;ago/18;0
3549250;São João De Iracema;SP;SUDESTE;ago/18;0
3549300;São João Do Pau D'Alho;SP;SUDESTE;ago/18;0
3549409;São Joaquim Da Barra;SP;SUDESTE;ago/18;0
3549508;São José Da Bela Vista;SP;SUDESTE;ago/18;0
3549607;São José Do Barreiro;SP;SUDESTE;ago/18;0
3549706;São José Do Rio Pardo;SP;SUDESTE;ago/18;0
3549805;São José Do Rio Preto;SP;SUDESTE;ago/18;3
3549904;São José Dos Campos;SP;SUDESTE;ago/18;2
3549953;São Lourenço Da Serra;SP;SUDESTE;ago/18;0
3550001;São Luiz Do Paraitinga;SP;SUDESTE;ago/18;0
3550100;São Manuel;SP;SUDESTE;ago/18;0
3550209;São Miguel Arcanjo;SP;SUDESTE;ago/18;0
3550308;São Paulo;SP;SUDESTE;ago/18;52
3550407;São Pedro;SP;SUDESTE;ago/18;0
3550506;São Pedro Do Turvo;SP;SUDESTE;ago/18;0
3550605;São Roque;SP;SUDESTE;ago/18;0
3550704;São Sebastião;SP;SUDESTE;ago/18;0
3550803;São Sebastião Da Grama;SP;SUDESTE;ago/18;0
3550902;São Simão;SP;SUDESTE;ago/18;0
3551009;São Vicente;SP;SUDESTE;ago/18;1
3551108;Sarapuí;SP;SUDESTE;ago/18;0
3551207;Sarutaiá;SP;SUDESTE;ago/18;0
3551306;Sebastianópolis Do Sul;SP;SUDESTE;ago/18;0
3551405;Serra Azul;SP;SUDESTE;ago/18;0
3551504;Serrana;SP;SUDESTE;ago/18;0
3551603;Serra Negra;SP;SUDESTE;ago/18;0
3551702;Sertãozinho;SP;SUDESTE;ago/18;1
3551801;Sete Barras;SP;SUDESTE;ago/18;0
3551900;Severínia;SP;SUDESTE;ago/18;0
3552007;Silveiras;SP;SUDESTE;ago/18;0
3552106;Socorro;SP;SUDESTE;ago/18;0
3552205;Sorocaba;SP;SUDESTE;ago/18;1
3552304;Sud Mennucci;SP;SUDESTE;ago/18;0
3552403;Sumaré;SP;SUDESTE;ago/18;2
3552502;Suzano;SP;SUDESTE;ago/18;3
3552551;Suzanápolis;SP;SUDESTE;ago/18;0
3552601;Tabapuã;SP;SUDESTE;ago/18;0
3552700;Tabatinga;SP;SUDESTE;ago/18;0
3552809;Taboão Da Serra;SP;SUDESTE;ago/18;1
3552908;Taciba;SP;SUDESTE;ago/18;0
3553005;Taguaí;SP;SUDESTE;ago/18;0
3553104;Taiaçu;SP;SUDESTE;ago/18;0
3553203;Taiúva;SP;SUDESTE;ago/18;0
3553302;Tambaú;SP;SUDESTE;ago/18;0
3553401;Tanabi;SP;SUDESTE;ago/18;0
3553500;Tapiraí;SP;SUDESTE;ago/18;0
3553609;Tapiratiba;SP;SUDESTE;ago/18;0
3553658;Taquaral;SP;SUDESTE;ago/18;0
3553708;Taquaritinga;SP;SUDESTE;ago/18;0
3553807;Taquarituba;SP;SUDESTE;ago/18;0
3553856;Taquarivaí;SP;SUDESTE;ago/18;0
3553906;Tarabai;SP;SUDESTE;ago/18;0
3553955;Tarumã;SP;SUDESTE;ago/18;0
3554003;Tatuí;SP;SUDESTE;ago/18;1
3554102;Taubaté;SP;SUDESTE;ago/18;5
3554201;Tejupá;SP;SUDESTE;ago/18;0
3554300;Teodoro Sampaio;SP;SUDESTE;ago/18;0
3554409;Terra Roxa;SP;SUDESTE;ago/18;0
3554508;Tietê;SP;SUDESTE;ago/18;0
3554607;Timburi;SP;SUDESTE;ago/18;0
3554656;Torre De Pedra;SP;SUDESTE;ago/18;0
3554706;Torrinha;SP;SUDESTE;ago/18;0
3554755;Trabiju;SP;SUDESTE;ago/18;0
3554805;Tremembé;SP;SUDESTE;ago/18;1
3554904;Três Fronteiras;SP;SUDESTE;ago/18;0
3554953;Tuiuti;SP;SUDESTE;ago/18;0
3555000;Tupã;SP;SUDESTE;ago/18;1
3555109;Tupi Paulista;SP;SUDESTE;ago/18;0
3555208;Turiúba;SP;SUDESTE;ago/18;0
3555307;Turmalina;SP;SUDESTE;ago/18;0
3555356;Ubarana;SP;SUDESTE;ago/18;0
3555406;Ubatuba;SP;SUDESTE;ago/18;2
3555505;Ubirajara;SP;SUDESTE;ago/18;0
3555604;Uchoa;SP;SUDESTE;ago/18;0
3555703;União Paulista;SP;SUDESTE;ago/18;1
3555802;Urânia;SP;SUDESTE;ago/18;0
3555901;Uru;SP;SUDESTE;ago/18;0
3556008;Urupês;SP;SUDESTE;ago/18;0
3556107;Valentim Gentil;SP;SUDESTE;ago/18;0
3556206;Valinhos;SP;SUDESTE;ago/18;2
3556305;Valparaíso;SP;SUDESTE;ago/18;0
3556354;Vargem;SP;SUDESTE;ago/18;0
3556404;Vargem Grande Do Sul;SP;SUDESTE;ago/18;1
3556453;Vargem Grande Paulista;SP;SUDESTE;ago/18;0
3556503;Várzea Paulista;SP;SUDESTE;ago/18;0
3556602;Vera Cruz;SP;SUDESTE;ago/18;0
3556701;Vinhedo;SP;SUDESTE;ago/18;0
3556800;Viradouro;SP;SUDESTE;ago/18;0
3556909;Vista Alegre Do Alto;SP;SUDESTE;ago/18;0
3556958;Vitória Brasil;SP;SUDESTE;ago/18;0
3557006;Votorantim;SP;SUDESTE;ago/18;1
3557105;Votuporanga;SP;SUDESTE;ago/18;0
3557154;Zacarias;SP;SUDESTE;ago/18;0
3557204;Chavantes;SP;SUDESTE;ago/18;0
3557303;Estiva Gerbi;SP;SUDESTE;ago/18;0
3500105;Adamantina;SP;SUDESTE;set/18;0
3500204;Adolfo;SP;SUDESTE;set/18;0
3500303;Aguaí;SP;SUDESTE;set/18;1
3500402;Águas Da Prata;SP;SUDESTE;set/18;0
3500501;Águas De Lindóia;SP;SUDESTE;set/18;0
3500550;Águas De Santa Bárbara;SP;SUDESTE;set/18;0
3500600;Águas De São Pedro;SP;SUDESTE;set/18;0
3500709;Agudos;SP;SUDESTE;set/18;0
3500758;Alambari;SP;SUDESTE;set/18;0
3500808;Alfredo Marcondes;SP;SUDESTE;set/18;0
3500907;Altair;SP;SUDESTE;set/18;0
3501004;Altinópolis;SP;SUDESTE;set/18;0
3501103;Alto Alegre;SP;SUDESTE;set/18;0
3501152;Alumínio;SP;SUDESTE;set/18;0
3501202;Álvares Florence;SP;SUDESTE;set/18;0
3501301;Álvares Machado;SP;SUDESTE;set/18;0
3501400;Álvaro De Carvalho;SP;SUDESTE;set/18;0
3501509;Alvinlândia;SP;SUDESTE;set/18;0
3501608;Americana;SP;SUDESTE;set/18;0
3501707;Américo Brasiliense;SP;SUDESTE;set/18;0
3501806;Américo De Campos;SP;SUDESTE;set/18;0
3501905;Amparo;SP;SUDESTE;set/18;0
3502002;Analândia;SP;SUDESTE;set/18;0
3502101;Andradina;SP;SUDESTE;set/18;0
3502200;Angatuba;SP;SUDESTE;set/18;0
3502309;Anhembi;SP;SUDESTE;set/18;0
3502408;Anhumas;SP;SUDESTE;set/18;0
3502507;Aparecida;SP;SUDESTE;set/18;1
3502606;Aparecida D'Oeste;SP;SUDESTE;set/18;0
3502705;Apiaí;SP;SUDESTE;set/18;0
3502754;Araçariguama;SP;SUDESTE;set/18;0
3502804;Araçatuba;SP;SUDESTE;set/18;0
3502903;Araçoiaba Da Serra;SP;SUDESTE;set/18;0
3503000;Aramina;SP;SUDESTE;set/18;0
3503109;Arandu;SP;SUDESTE;set/18;0
3503158;Arapeí;SP;SUDESTE;set/18;0
3503208;Araraquara;SP;SUDESTE;set/18;3
3503307;Araras;SP;SUDESTE;set/18;0
3503356;Arco-Íris;SP;SUDESTE;set/18;0
3503406;Arealva;SP;SUDESTE;set/18;1
3503505;Areias;SP;SUDESTE;set/18;0
3503604;Areiópolis;SP;SUDESTE;set/18;0
3503703;Ariranha;SP;SUDESTE;set/18;0
3503802;Artur Nogueira;SP;SUDESTE;set/18;0
3503901;Arujá;SP;SUDESTE;set/18;1
3503950;Aspásia;SP;SUDESTE;set/18;0
3504008;Assis;SP;SUDESTE;set/18;0
3504107;Atibaia;SP;SUDESTE;set/18;0
3504206;Auriflama;SP;SUDESTE;set/18;0
3504305;Avaí;SP;SUDESTE;set/18;0
3504404;Avanhandava;SP;SUDESTE;set/18;1
3504503;Avaré;SP;SUDESTE;set/18;0
3504602;Bady Bassitt;SP;SUDESTE;set/18;0
3504701;Balbinos;SP;SUDESTE;set/18;0
3504800;Bálsamo;SP;SUDESTE;set/18;0
3504909;Bananal;SP;SUDESTE;set/18;0
3505005;Barão De Antonina;SP;SUDESTE;set/18;0
3505104;Barbosa;SP;SUDESTE;set/18;0
3505203;Bariri;SP;SUDESTE;set/18;0
3505302;Barra Bonita;SP;SUDESTE;set/18;0
3505351;Barra Do Chapéu;SP;SUDESTE;set/18;0
3505401;Barra Do Turvo;SP;SUDESTE;set/18;1
3505500;Barretos;SP;SUDESTE;set/18;0
3505609;Barrinha;SP;SUDESTE;set/18;0
3505708;Barueri;SP;SUDESTE;set/18;0
3505807;Bastos;SP;SUDESTE;set/18;0
3505906;Batatais;SP;SUDESTE;set/18;0
3506003;Bauru;SP;SUDESTE;set/18;1
3506102;Bebedouro;SP;SUDESTE;set/18;1
3506201;Bento De Abreu;SP;SUDESTE;set/18;0
3506300;Bernardino De Campos;SP;SUDESTE;set/18;0
3506359;Bertioga;SP;SUDESTE;set/18;0
3506409;Bilac;SP;SUDESTE;set/18;0
3506508;Birigui;SP;SUDESTE;set/18;1
3506607;Biritiba Mirim;SP;SUDESTE;set/18;0
3506706;Boa Esperança Do Sul;SP;SUDESTE;set/18;0
3506805;Bocaina;SP;SUDESTE;set/18;0
3506904;Bofete;SP;SUDESTE;set/18;0
3507001;Boituva;SP;SUDESTE;set/18;1
3507100;Bom Jesus Dos Perdões;SP;SUDESTE;set/18;0
3507159;Bom Sucesso De Itararé;SP;SUDESTE;set/18;0
3507209;Borá;SP;SUDESTE;set/18;0
3507308;Boracéia;SP;SUDESTE;set/18;0
3507407;Borborema;SP;SUDESTE;set/18;0
3507456;Borebi;SP;SUDESTE;set/18;0
3507506;Botucatu;SP;SUDESTE;set/18;0
3507605;Bragança Paulista;SP;SUDESTE;set/18;0
3507704;Braúna;SP;SUDESTE;set/18;0
3507753;Brejo Alegre;SP;SUDESTE;set/18;0
3507803;Brodowski;SP;SUDESTE;set/18;0
3507902;Brotas;SP;SUDESTE;set/18;0
3508009;Buri;SP;SUDESTE;set/18;0
3508108;Buritama;SP;SUDESTE;set/18;0
3508207;Buritizal;SP;SUDESTE;set/18;0
3508306;Cabrália Paulista;SP;SUDESTE;set/18;0
3508405;Cabreúva;SP;SUDESTE;set/18;0
3508504;Caçapava;SP;SUDESTE;set/18;1
3508603;Cachoeira Paulista;SP;SUDESTE;set/18;0
3508702;Caconde;SP;SUDESTE;set/18;0
3508801;Cafelândia;SP;SUDESTE;set/18;0
3508900;Caiabu;SP;SUDESTE;set/18;0
3509007;Caieiras;SP;SUDESTE;set/18;0
